SMILES,Vina Score,Molecular Weight,verdict,failures
O=C([C@@H]1CCCN1S(=O)(=O)c1c(Cl)cccc1Cl)N1CCN(c2nccc(C(F)(F)F)n2)CC1,-10.48,538.379,PASS,
Cc1ccc(OCC(=O)N2CCN(Cc3cc(=O)n4nc(-c5ccccc5F)sc4n3)CC2)cc1C,-10.48,507.59100000000024,PASS,
CC1CCN(c2nc(N3CCN(C)CC3)nc3c2CN(S(=O)(=O)c2cccc(Cl)c2)CC3)CC1,-10.48,505.0880000000003,PASS,
Cc1nc(-c2csc(S(=O)(=O)N3CCC(C(=O)N4CCN(c5ccccc5F)CC4)CC3)c2)no1,-10.48,519.6240000000003,PASS,
CC(C)COc1cccc(C(=O)Nc2nc(N3CCc4ccccc4C3)nn2[C@H]2CCS(=O)(=O)C2)c1,-10.48,509.6320000000003,PASS,
C[C@@H]1COc2c(F)c(F)cc3c(=O)c(C(=O)N4CC[C@@H](N(C)c5ncc(Br)cn5)C4)cn1c23,-10.48,520.3340000000002,PASS,
CC(=O)N1CCCc2cc(S(=O)(=O)N3CCC[C@@H](C(=O)N4CCN(c5ccccn5)CC4)C3)ccc21,-10.48,511.64800000000037,PASS,
CCc1nc(N2CCN(c3ccccc3OC)CC2)cc(N2CC(=O)N3CCc4c(F)cccc4[C@@H]3C2)n1,-10.48,516.6210000000003,PASS,
C=CC(=O)N1CCN(S(=O)(=O)c2ccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)cc2)CC1,-10.47,547.6410000000002,PASS,
O=S(=O)(c1cccc2ncccc12)N1CCC[C@H]1CCN1CCN(c2cccc3oc(O)nc23)CC1,-10.47,507.6160000000003,PASS,
CCN1CCN(c2cc(N=c3cc(C)[nH][nH]3)[nH]c(=N[C@H]3CCN(C(=O)c4cccc(Cl)c4F)C3)n2)CC1,-10.47,528.0360000000002,PASS,
O=C1C[C@@H](C(=O)N2CCN(C(=O)[C@@H]3CC(=O)N(c4ccccc4F)C3)CC2)CN1Cc1ccccc1Cl,-10.47,526.9960000000003,PASS,
Cc1c(C(=O)N2CCN(c3ccccc3F)CC2)sc2ncn(CC(=O)N3C[C@@H](C)C[C@H](C)C3)c(=O)c12,-10.47,525.6500000000003,PASS,
COc1ccc(Nc2cc(C)nc(N3CCN(C(=O)c4ccccc4S(=O)(=O)C(F)F)CC3)n2)cc1,-10.47,517.5580000000002,PASS,
C[C@H]1CN(c2c(NC(=O)c3ccc(F)c(-c4c(F)cccc4F)n3)cnc3c2CC[C@H]3O)C[C@@H](N)[C@@H]1O,-10.46,513.5200000000002,PASS,
C[C@H]1CCCCN1c1ccc(N2CCN(C(=O)[C@@H]3CC(=O)N(c4cccc(Br)c4)C3)CC2)nn1,-10.46,527.4670000000002,PASS,
Cc1cccc(-n2ncc3c(=O)n4c(nc32)S[C@H](CC(=O)N2CCN(c3nccc(C(F)(F)F)n3)CC2)C4)c1,-10.46,556.5740000000001,PASS,
Cc1cccc(NC(=O)CN2CCN(C(=O)C3CCN(S(=O)(=O)c4ccc(F)c(F)c4)CC3)CC2)c1C,-10.46,534.6290000000002,PASS,
Cc1ccc(N2C[C@@H](C(=O)N3CCN(C(=O)[C@H]4CC(=O)N(c5ccccc5F)C4)CC3)CC2=O)c(C)c1,-10.45,506.5780000000004,PASS,
Cc1ccc(C)c(N2C[C@H](C(=O)N3CCN(c4ncnc5c4nnn5-c4ccc(F)cc4)CC3)CC2=O)c1,-10.45,514.5650000000003,PASS,
Cc1ccccc1C(=O)Nc1nc(N2CCN(c3ccccc3Cl)CC2)nn1[C@@H]1CCS(=O)(=O)C1,-10.45,515.0390000000002,PASS,
Cc1ccnc(Nc2cc(N3CCN(C(=O)c4ccccc4S(=O)(=O)C(F)F)CC3)nc(C)n2)c1,-10.44,502.5470000000002,PASS,
C[C@H]1C[C@@H](C)CN(S(=O)(=O)c2ccc(C(=O)N3CCN(c4ncnc5c4nnn5-c4cccc(F)c4)CC3)cc2)C1,-10.44,578.6740000000001,PASS,
COCCc1nc(N2CCN(c3ccccc3Cl)CC2)cc(N(C(=O)[C@@H]2CCCN2)c2cc(C)on2)n1,-10.44,526.0410000000003,PASS,
Cc1ccnc(Nc2cc(N3CCN(C(=O)[C@@H]4CC(=O)N(c5cccc(Br)c5)C4)CC3)ncn2)c1,-10.44,536.4340000000002,PASS,
Cc1ccccc1-c1nc(N2CCN(CCO)CC2)cc(N2CC(=O)N3CC(C)(C)c4ccccc4[C@H]3C2)n1,-10.44,526.6850000000003,PASS,
CC[C@H](NC(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1Cl)C(=O)N1CC(=O)N2CCc3c(F)cccc3[C@H]2C1,-10.44,591.1050000000002,PASS,
Cc1ccc(S(=O)(=O)c2cnc(SCC(=O)N3CCN(c4ccccc4F)CC3)[nH]c2=O)cc1Cl,-10.43,537.0380000000002,PASS,
Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)C3CCN(C(=O)c4ccc(F)c(F)c4)CC3)cc2)n1,-10.43,515.5420000000003,PASS,
COCCc1nc(N2CCN(c3ccccn3)CC2)cc(N2CC(=O)N3CCc4c(F)cccc4[C@@H]3C2)n1,-10.43,517.6090000000004,PASS,
CCOc1ccc(-n2nnnc2CN2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3c(Cl)cccc3Cl)CC2)cc1,-10.42,594.5250000000002,PASS,
COc1cccc(-n2nnc3c(N4CCN(C(=O)c5ccccc5S(=O)(=O)C(F)F)CC4)ncnc32)c1,-10.42,529.5290000000001,PASS,
COc1ccc(-n2nc(C(=O)NCC(=O)N3CCN(c4ccccc4OC)CC3)c3ccccc3c2=O)cc1Cl,-10.42,562.0260000000003,PASS,
COc1ccc(N=c2[nH]c(N3CCN(c4ccccc4F)CC3)nc(=NC[C@@H]3CCCO3)[nH]2)cc1Cl,-10.42,514.0050000000003,PASS,
CC(=O)N1CCN(c2nc(NC(=O)[C@H]3CC(=O)N(Cc4ccccc4)C3)n(-c3cccc(Cl)c3)n2)CC1,-10.42,522.0090000000002,PASS,
CC(=O)N1CCN(C(=O)C2=C(N)Oc3c(c(C)nn3Cc3ccccc3F)[C@H]2c2cccc(C)c2)CC1,-10.42,503.57800000000026,PASS,
Cc1ccc(OCC(=O)N2CCN(C(=O)[C@H]3CC(=O)N(c4cccc(C(F)(F)F)c4)C3)CC2)cc1C,-10.42,503.52100000000024,PASS,
C[C@@H]1CN(c2c(Cl)cnc3cc(S(C)(=O)=O)ccc23)CC[C@@H]1C(=O)N1CCn2c(nnc2C(F)(F)F)C1,-10.42,556.9980000000004,PASS,
C[C@@H]1COc2c(F)c(F)cc3c(=O)c(C(=O)N4CC[C@H](Oc5ncc(Br)cn5)C4)cn1c23,-10.41,507.29100000000017,PASS,
O=C(C1CCN(S(=O)(=O)c2ccccc2F)CC1)N1CCN(S(=O)(=O)c2cccc(Br)c2)CC1,-10.41,574.4940000000001,PASS,
Cc1cccc(-n2ncc3c(=O)n4c(nc32)S[C@@H](CC(=O)N2CCN(c3ncnc5c3nnn5-c3cccc(F)c3)CC2)C4)c1,-11.11,623.6780000000002,REJECT,QED 0.26 < 0.3 (drug-likeness; Sotorasib and Adagrasib both sit at 0.36)
CN1CCN(Cc2ccc(-c3cnc(N4CCO[C@@H](Cn5nnc6ncc(-c7ccc(F)c(C#N)c7)nc65)C4)nc3)cc2F)CC1,-10.83,623.672,REJECT,AMES 0.70 > 0.6 (predicted mutagenic; worst control (BI-0474) is 0.49); ClinTox 0.87 > 0.85 (clinical-trial toxicity; worst control (Adagrasib) is 0.75); QED 0.27 < 0.3 (drug-likeness; Sotorasib and Adagrasib both sit at 0.36)
CC(=O)N1CCN(c2nc(=NC[C@H]3CCCO3)[nH]c(=Nc3cccc(OCc4ccccc4)c3)[nH]2)CC1,-10.51,503.60700000000026,REJECT,AMES 0.60 > 0.6 (predicted mutagenic; worst control (BI-0474) is 0.49)
